"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","stimulus","button_pressed","qtype","view_history","response","responses"
"74356","consent.html","external-html","0","74799","0.0-0.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","","","",""
"5887","","image-button-response","1","80711","0.0-1.0","9h1l6jf0p7kkbxrtevvl","female","journey","check-1.png","1","check1","","",""
"7573","","image-button-response","2","88299","0.0-2.0","9h1l6jf0p7kkbxrtevvl","female","journey","check-2.png","2","check2","","",""
"44079","","instructions","3","132388","0.0-3.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","","[{""page_index"":0,""viewing_time"":8868},{""page_index"":1,""viewing_time"":21641},{""page_index"":2,""viewing_time"":11339},{""page_index"":3,""viewing_time"":2228}]","",""
"60075","","html-slider-response","4","192476","0.0-4.0","9h1l6jf0p7kkbxrtevvl","female","journey","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_fj.png"" class=""main-trial""/>","","trial","","35",""
"103395","","survey-text","5","295882","0.0-5.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","description","","","{""Q0"":""Jennifer's case is really something painful and needs to be attend to so she won't feel helpless and thanks to her friend for staying with her and doing the best she can ""}"
"10427","","survey-likert","6","306324","0.0-6.0-0.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","urgent","","","{""Q0"":6}"
"3033","","survey-likert","7","309373","0.0-6.0-1.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","sympathy","","","{""Q0"":5}"
"4405","","survey-text","8","313795","0.0-7.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","past-donations","","","{""Q0"":""3""}"
"5941","","survey-multi-choice","9","319766","0.0-8.0-0.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","ff-cancer","","","{""Q0"":""No""}"
"2851","","survey-multi-choice","10","322636","0.0-8.0-1.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","self-cancer","","","{""Q0"":""No""}"
"10115","","survey-multi-choice","11","332874","0.0-9.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","demographics","","","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
"4281","","survey-text","12","337169","0.0-10.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","age","","","{""Q0"":""45""}"
"18562","","survey-text","13","355739","0.0-11.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","purpose","","","{""Q0"":""How people are ready to help those in need ""}"
"5754","","survey-text","14","361501","0.0-12.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","feedback","","","{""Q0"":""N/A""}"
"6241","debrief.html","external-html","15","369272","0.0-13.0","9h1l6jf0p7kkbxrtevvl","female","journey","","","","","",""
